@relation 'train_sample_45K-weka.filters.unsupervised.attribute.Remove-R1,16-20,22-23,25-28,30-31,33-34,36,39-41'

@attribute Label {0,1}
@attribute I1 numeric
@attribute I2 numeric
@attribute I3 numeric
@attribute I4 numeric
@attribute I5 numeric
@attribute I6 numeric
@attribute I7 numeric
@attribute I8 numeric
@attribute I9 numeric
@attribute I10 numeric
@attribute I11 numeric
@attribute I12 numeric
@attribute I13 numeric
@attribute C6 {fe6b92e5,7e0ccccf,fbad5c96,13718bbd,6f6d9be8,3bf701e7,c05778d5,f1f2de2d,e3520422,3bc1ed4d,c76aecf6,3c46edb2}
@attribute C9 {a73ee510,7cc72ec2,a18233ea}
@attribute C14 {07d13a8f,1adce6ef,b28479f6,f7c1b33f,32813e21,64c94865,d2dfe871,ad1cc976,051219e6,f862f261,cfef1c29,8ceecbc8,687dfaf4,0601d3b5,91233270,243a4e68,ec19f520,ab7390e9,26ac7cf4,dcd762ee,e8dce07a,95a6ab8c,cf1fc48d,5aebfb83,0bc7c8c2}
@attribute C17 {e5ba7672,07c540c4,d4bb7bd8,776ce399,1e88c74f,3486227d,2005abd1,27c07bd6,8efede7f}
@attribute C20 {5840adea,a458ea53,b1252a9d}
@attribute C22 {c9d4222a,ad3062eb,78e2e389,8651fddb,8ec974f4,c0061c6d,ccfd4002,49e825c5,28f45308,1856e93d}
@attribute C23 {3a171ecb,32c7478e,85d5a995,bcdee96c,423fab69,c7dc6720,be7c41b4,55dd3565,c3dc6cef,dbb486d7,93bad2c0,b264a060,72592995,25e3c76b}

@data
1,2,0,7,4,18,2,3,23,30,1,2,0,2,fbad5c96,a73ee510,b28479f6,e5ba7672,5840adea,?,bcdee96c
1,?,128,1,1,4088,12,15,12,29,?,2,0,1,7e0ccccf,a73ee510,b28479f6,e5ba7672,?,?,32c7478e
0,0,2,11,4,1896,22,77,9,463,0,13,0,6,fbad5c96,a73ee510,051219e6,3486227d,a458ea53,ad3062eb,32c7478e
0,8,1,3,0,17,0,49,4,13,2,16,0,0,7e0ccccf,a73ee510,f862f261,3486227d,b1252a9d,?,32c7478e
0,?,62,18,?,10392,344,4,0,232,?,1,0,?,fbad5c96,a73ee510,b28479f6,3486227d,5840adea,?,32c7478e
0,0,4,1,1,7621,39,1,1,3,0,1,?,1,?,a73ee510,07d13a8f,d4bb7bd8,?,?,32c7478e
1,?,20,4,7,1843,13,21,4,189,?,9,?,7,fbad5c96,a73ee510,07d13a8f,e5ba7672,a458ea53,?,32c7478e
0,?,0,56,1,13194,269,2,2,69,?,1,?,1,7e0ccccf,a73ee510,b28479f6,07c540c4,5840adea,?,3a171ecb
1,?,7,8,7,10255,18,7,8,17,?,1,?,7,13718bbd,a73ee510,b28479f6,e5ba7672,?,?,3a171ecb
0,5,47,3,16,632,31,5,30,30,1,1,?,16,7e0ccccf,a73ee510,b28479f6,e5ba7672,?,?,bcdee96c
0,?,1665,4,3,33196,76,0,5,82,?,0,?,3,7e0ccccf,a73ee510,1adce6ef,07c540c4,?,?,423fab69
0,?,1,?,1,12889,230,29,5,172,?,2,?,1,fbad5c96,a73ee510,1adce6ef,e5ba7672,?,?,32c7478e
0,8,90,8,9,1337,53,30,45,80,0,3,1,9,?,a73ee510,b28479f6,3486227d,a458ea53,?,bcdee96c
0,0,-1,9,8,239,?,0,25,26,0,0,?,8,fe6b92e5,a73ee510,b28479f6,e5ba7672,b1252a9d,?,32c7478e
0,?,3,3,3,7274,22,3,16,22,?,1,?,3,fbad5c96,a73ee510,b28479f6,07c540c4,b1252a9d,ad3062eb,bcdee96c
0,3,680,52,13,97,26,9,39,80,1,3,1,17,fe6b92e5,a73ee510,b28479f6,3486227d,a458ea53,?,32c7478e
0,?,6,76,11,902954,?,0,11,11,?,0,?,11,fbad5c96,7cc72ec2,07d13a8f,e5ba7672,b1252a9d,?,32c7478e
0,?,6,?,2,4125,259,2,11,412,?,2,?,2,fe6b92e5,a73ee510,07d13a8f,d4bb7bd8,?,?,32c7478e
1,?,0,95,3,4698,291,0,3,8,?,0,?,3,fbad5c96,a73ee510,07d13a8f,d4bb7bd8,b1252a9d,?,32c7478e
0,0,9,40,?,14686,?,?,0,?,0,?,?,?,7e0ccccf,a73ee510,b28479f6,07c540c4,b1252a9d,?,32c7478e
1,?,2,5,4,6884,4,19,2,4,?,2,?,4,?,a73ee510,07d13a8f,e5ba7672,b1252a9d,?,32c7478e
0,?,2824,?,1,260,92,24,16,151,?,9,?,1,13718bbd,a73ee510,64c94865,e5ba7672,?,?,423fab69
0,?,44,1,?,406552,?,0,3,15,?,0,?,?,fbad5c96,7cc72ec2,b28479f6,e5ba7672,a458ea53,?,bcdee96c
1,?,65,2,1,4318,64,14,11,24,?,1,?,1,7e0ccccf,a73ee510,b28479f6,e5ba7672,?,?,32c7478e
1,20,1,14,2,69,5,20,29,21,2,2,0,2,7e0ccccf,a73ee510,07d13a8f,e5ba7672,a458ea53,?,32c7478e
0,0,100,3,4,4281,254,1,0,217,0,1,?,11,7e0ccccf,a73ee510,b28479f6,d4bb7bd8,b1252a9d,?,32c7478e
0,0,7,3,3,5780,247,3,5,207,0,2,?,3,7e0ccccf,a73ee510,b28479f6,3486227d,?,?,3a171ecb
0,0,18,6,6,1735,196,1,30,60,0,1,?,6,7e0ccccf,a73ee510,b28479f6,d4bb7bd8,?,?,93bad2c0
0,5,6,?,3,113,3,5,37,3,1,1,?,3,fbad5c96,a73ee510,b28479f6,e5ba7672,b1252a9d,?,32c7478e
0,0,61,50,3,4272,205,5,3,15,0,3,?,3,?,a73ee510,07d13a8f,e5ba7672,5840adea,?,c7dc6720
0,?,2136,?,?,14823,?,0,1,17,?,0,?,?,fe6b92e5,a73ee510,07d13a8f,776ce399,?,?,be7c41b4
0,?,147,8,4,106467,?,0,4,4,?,0,?,4,7e0ccccf,7cc72ec2,64c94865,e5ba7672,?,?,be7c41b4
0,0,1,?,2,1477,71,2,4,7,0,2,?,2,fbad5c96,a73ee510,051219e6,d4bb7bd8,a458ea53,c9d4222a,3a171ecb
0,0,91,28,15,6389,169,7,23,53,0,5,?,15,7e0ccccf,a73ee510,b28479f6,e5ba7672,5840adea,?,3a171ecb
0,0,0,13,7,3193,162,3,11,56,0,1,0,7,7e0ccccf,a73ee510,07d13a8f,07c540c4,a458ea53,?,32c7478e
0,0,17,3,5,4966,226,1,10,108,0,1,?,5,7e0ccccf,a73ee510,b28479f6,d4bb7bd8,?,?,32c7478e
1,15,0,7,4,44,4,15,5,4,2,2,?,4,fbad5c96,a73ee510,1adce6ef,07c540c4,5840adea,c0061c6d,32c7478e
0,0,19,2,8,14172,?,0,15,8,0,0,0,8,fbad5c96,a73ee510,cfef1c29,e5ba7672,?,ad3062eb,3a171ecb
0,1,4,1,3,80,5,3,7,67,1,2,?,3,fbad5c96,a73ee510,1adce6ef,e5ba7672,?,?,423fab69
1,21,0,22,26,0,0,38,23,35,1,4,0,0,fe6b92e5,a73ee510,b28479f6,3486227d,?,?,32c7478e
0,0,2,?,1,11856,?,0,8,5,0,0,?,5,fbad5c96,a73ee510,b28479f6,e5ba7672,?,c9d4222a,32c7478e
0,0,-1,?,?,1696,122,11,27,359,0,4,1,?,7e0ccccf,a73ee510,07d13a8f,27c07bd6,a458ea53,?,423fab69
1,?,1,5,5,7178,21,2,7,21,?,1,?,5,7e0ccccf,a73ee510,07d13a8f,07c540c4,a458ea53,?,32c7478e
0,9,-1,1,4,1209,8,11,8,14,0,1,?,4,7e0ccccf,a73ee510,f862f261,e5ba7672,5840adea,?,bcdee96c
0,?,0,84,13,37526,?,?,29,?,?,?,?,13,?,a73ee510,07d13a8f,e5ba7672,a458ea53,?,423fab69
1,0,1,?,?,9812,142,3,0,0,0,1,0,?,7e0ccccf,a73ee510,07d13a8f,e5ba7672,a458ea53,?,c7dc6720
0,?,0,3,1,1995,5,1,1,5,?,1,?,1,fbad5c96,a73ee510,687dfaf4,e5ba7672,a458ea53,?,423fab69
0,3,-1,?,?,1258,9,29,11,90,0,4,0,?,fbad5c96,a73ee510,b28479f6,e5ba7672,5840adea,c9d4222a,3a171ecb
0,?,-1,21,2,43299,216,0,2,29,?,0,?,2,?,a73ee510,051219e6,e5ba7672,a458ea53,?,32c7478e
0,1,18,4,18,175,18,1,18,18,1,1,?,18,fe6b92e5,a73ee510,b28479f6,d4bb7bd8,5840adea,c9d4222a,3a171ecb
0,29,1,7,9,1301,9,50,9,12,0,3,0,9,?,a73ee510,b28479f6,e5ba7672,5840adea,?,32c7478e
0,?,138,?,?,64529,1547,0,3,3,?,0,?,?,7e0ccccf,7cc72ec2,07d13a8f,e5ba7672,5840adea,?,c7dc6720
1,?,0,23,?,27285,60,24,1,36,?,2,?,?,?,a73ee510,051219e6,e5ba7672,b1252a9d,?,3a171ecb
0,?,9,29,6,4394,82,17,9,54,?,1,1,9,7e0ccccf,a73ee510,07d13a8f,3486227d,5840adea,?,32c7478e
0,?,0,14,13,47537,491,0,18,80,?,0,?,13,fbad5c96,7cc72ec2,b28479f6,07c540c4,?,c0061c6d,32c7478e
0,?,206,2,?,2066,?,0,0,11,?,0,0,?,7e0ccccf,a73ee510,8ceecbc8,e5ba7672,5840adea,?,32c7478e
0,0,-1,?,?,2776,72,41,0,550,0,11,?,?,13718bbd,a73ee510,b28479f6,e5ba7672,?,?,423fab69
1,2,51,3,20,48,18,24,9,1033,1,9,?,18,7e0ccccf,a73ee510,07d13a8f,e5ba7672,a458ea53,?,423fab69
0,?,2,5,1,22534,512,6,1,87,?,1,?,1,fe6b92e5,a73ee510,b28479f6,e5ba7672,?,?,3a171ecb
0,0,4,?,?,2892,85,18,24,220,0,6,?,?,7e0ccccf,a73ee510,b28479f6,e5ba7672,5840adea,?,bcdee96c
0,0,2,11,1,8536,108,1,4,50,0,1,?,1,?,a73ee510,1adce6ef,e5ba7672,a458ea53,?,32c7478e
0,?,12,17,4,4629,90,7,11,139,?,4,3,4,7e0ccccf,a73ee510,b28479f6,8efede7f,b1252a9d,ad3062eb,32c7478e
1,?,-1,?,?,3058,35,48,0,253,?,12,?,?,7e0ccccf,a73ee510,64c94865,e5ba7672,?,?,c7dc6720
0,?,164,17,0,1,?,0,0,14,?,0,?,0,13718bbd,a73ee510,1adce6ef,3486227d,b1252a9d,?,32c7478e
0,?,0,62,7,6300,80,11,11,18,?,2,2,7,?,a73ee510,1adce6ef,27c07bd6,a458ea53,ad3062eb,dbb486d7
0,?,3,?,?,246219,?,?,0,?,?,?,?,?,6f6d9be8,7cc72ec2,b28479f6,e5ba7672,?,?,32c7478e
0,0,4,?,10,7126,134,7,19,174,0,2,?,10,7e0ccccf,a73ee510,cfef1c29,e5ba7672,?,c9d4222a,32c7478e
0,0,1,33,12,2000,38,2,23,24,0,1,?,12,fbad5c96,a73ee510,1adce6ef,07c540c4,a458ea53,?,be7c41b4
0,?,3,4,12,38856,?,0,41,12,?,0,?,12,fbad5c96,a73ee510,cfef1c29,e5ba7672,?,?,3a171ecb
0,?,0,1,1,9095,7,1,1,6,?,1,?,1,7e0ccccf,a73ee510,b28479f6,d4bb7bd8,?,?,32c7478e
0,?,0,10,?,17372,?,0,0,0,?,0,0,?,fe6b92e5,a73ee510,07d13a8f,3486227d,a458ea53,?,32c7478e
1,?,1,?,1,8664,83,1,2,6,?,1,?,1,fbad5c96,a73ee510,64c94865,07c540c4,b1252a9d,?,423fab69
0,0,0,6,2,1573,13,4,8,9,0,1,?,2,7e0ccccf,a73ee510,07d13a8f,e5ba7672,a458ea53,?,32c7478e
1,0,2,35,?,4344,62,1,0,2,0,1,?,?,6f6d9be8,a73ee510,07d13a8f,07c540c4,a458ea53,?,32c7478e
1,0,-1,?,?,1895,58,13,3,271,0,4,2,?,7e0ccccf,a73ee510,07d13a8f,3486227d,a458ea53,?,32c7478e
0,0,44,2,2,31724,778,2,2,21,0,1,?,2,7e0ccccf,a73ee510,cfef1c29,07c540c4,?,?,be7c41b4
0,3,3,3,33,54,35,8,40,49,1,2,?,31,7e0ccccf,a73ee510,64c94865,e5ba7672,b1252a9d,?,32c7478e
0,0,1,27,8,2010,19,5,12,14,0,1,?,8,fe6b92e5,a73ee510,b28479f6,e5ba7672,a458ea53,?,3a171ecb
0,2,1,74,17,66,17,5,18,17,1,3,?,17,?,a73ee510,d2dfe871,e5ba7672,a458ea53,?,423fab69
0,?,3,?,?,10265,?,0,0,18,?,0,?,?,fe6b92e5,a73ee510,07d13a8f,776ce399,?,?,32c7478e
0,0,171,3,3,17447,663,7,5,30,0,1,0,3,fe6b92e5,a73ee510,1adce6ef,e5ba7672,?,?,32c7478e
1,?,0,117,4,211,?,0,9,9,?,0,0,9,?,a73ee510,b28479f6,8efede7f,5840adea,?,bcdee96c
0,1,2340,?,2,46,1,107,6,133,1,13,?,1,7e0ccccf,a73ee510,b28479f6,27c07bd6,?,?,32c7478e
0,?,-1,21,?,10687,?,0,1,17,?,0,?,?,?,a73ee510,07d13a8f,776ce399,b1252a9d,?,32c7478e
0,1,5,366,6,0,3,3,8,135,1,2,?,3,?,a73ee510,8ceecbc8,07c540c4,5840adea,?,32c7478e
0,0,1,5,5,7486,29,7,8,120,0,5,?,5,7e0ccccf,a73ee510,1adce6ef,e5ba7672,?,?,dbb486d7
1,2,11,3,3,1373,39,4,10,13,0,2,?,3,fbad5c96,a73ee510,1adce6ef,e5ba7672,5840adea,?,423fab69
0,?,-1,?,?,242411,?,0,0,1,?,0,?,?,7e0ccccf,7cc72ec2,b28479f6,776ce399,?,?,be7c41b4
1,?,-1,?,?,37360,?,?,1,?,?,?,?,?,?,a73ee510,64c94865,e5ba7672,?,?,32c7478e
0,30,0,8,17,27,16,41,19,475,1,5,?,15,7e0ccccf,a73ee510,1adce6ef,e5ba7672,b1252a9d,?,bcdee96c
0,?,0,22,19,1517,22,9,20,20,?,1,?,19,fbad5c96,a73ee510,b28479f6,e5ba7672,a458ea53,?,bcdee96c
0,2,179,57,15,1425,75,3,40,49,0,1,?,26,fbad5c96,a73ee510,1adce6ef,e5ba7672,b1252a9d,?,423fab69
0,1,106,?,?,751,5,28,14,151,1,11,?,?,fe6b92e5,a73ee510,1adce6ef,e5ba7672,5840adea,78e2e389,32c7478e
0,0,0,7,?,2993,55,70,1,39,0,6,0,?,fbad5c96,a73ee510,1adce6ef,e5ba7672,?,?,85d5a995
0,?,19,10,1,9963,9,10,1,33,?,1,0,1,?,a73ee510,07d13a8f,3486227d,5840adea,?,32c7478e
0,6,487,1,6,1487,24,11,18,21,0,1,?,6,7e0ccccf,a73ee510,07d13a8f,d4bb7bd8,?,?,3a171ecb
0,10,0,87,12,73,57,10,17,17,1,1,0,16,fbad5c96,a73ee510,051219e6,e5ba7672,a458ea53,?,c7dc6720
1,?,3,1,5,2734,14,8,8,26,?,4,1,5,7e0ccccf,a73ee510,1adce6ef,27c07bd6,b1252a9d,?,32c7478e
0,?,8,3,16,2992,36,3,4,79,?,2,?,16,13718bbd,a73ee510,b28479f6,07c540c4,?,?,3a171ecb
0,0,0,?,?,4188,?,0,6,1,0,0,?,?,6f6d9be8,a73ee510,07d13a8f,07c540c4,5840adea,?,32c7478e
0,?,0,1,5,5974,110,6,44,55,?,1,?,5,?,a73ee510,1adce6ef,d4bb7bd8,5840adea,?,dbb486d7
0,0,4,1,1,4312,73,18,47,75,0,4,?,1,7e0ccccf,a73ee510,b28479f6,e5ba7672,?,?,32c7478e
0,0,38,?,2,3379,136,12,3,581,0,5,0,2,7e0ccccf,a73ee510,b28479f6,e5ba7672,?,?,c7dc6720
1,?,20,1,1,2746,1,3,1,1,?,1,?,1,7e0ccccf,a73ee510,07d13a8f,07c540c4,b1252a9d,?,32c7478e
0,?,0,?,2,40327,?,0,4,36,?,0,?,2,7e0ccccf,7cc72ec2,07d13a8f,e5ba7672,?,ad3062eb,32c7478e
0,?,0,33,1,1398,1050,0,8,30,?,0,?,1,7e0ccccf,a73ee510,b28479f6,e5ba7672,a458ea53,?,32c7478e
0,1,-1,?,?,296,0,1,0,0,1,1,?,?,?,a73ee510,1adce6ef,d4bb7bd8,5840adea,?,32c7478e
0,?,11,1628,2,475,?,0,28,28,?,0,?,28,?,a73ee510,b28479f6,1e88c74f,b1252a9d,?,32c7478e
1,1,-1,?,?,151,6,3,46,271,1,3,?,?,7e0ccccf,a73ee510,b28479f6,e5ba7672,?,?,3a171ecb
0,?,1,4,2,21696,68,1,4,53,?,1,?,3,?,a73ee510,07d13a8f,d4bb7bd8,5840adea,?,32c7478e
0,?,0,1,1,?,?,0,1,1,?,0,?,1,fe6b92e5,7cc72ec2,64c94865,2005abd1,?,?,32c7478e
0,0,131,17,3,7153,120,3,3,54,0,1,0,3,7e0ccccf,a73ee510,07d13a8f,e5ba7672,a458ea53,?,3a171ecb
1,?,1614,?,0,7,?,0,0,0,?,0,?,0,fbad5c96,a73ee510,1adce6ef,1e88c74f,?,?,32c7478e
0,?,0,1,?,111008,?,?,0,?,?,?,?,?,fbad5c96,7cc72ec2,07d13a8f,1e88c74f,5840adea,?,be7c41b4
0,0,4,4,12,4289,77,1,5,61,0,1,?,13,fbad5c96,a73ee510,b28479f6,07c540c4,?,?,32c7478e
0,?,20,1,?,10529,364,1,0,150,?,1,?,?,7e0ccccf,a73ee510,07d13a8f,07c540c4,?,?,3a171ecb
0,0,-1,?,?,257,159,16,2,116,0,2,?,?,7e0ccccf,a73ee510,07d13a8f,e5ba7672,5840adea,?,32c7478e
0,0,38,37,14,1555,43,2,19,29,0,1,?,16,7e0ccccf,a73ee510,b28479f6,e5ba7672,5840adea,?,32c7478e
0,?,1,149,3,42367,?,0,4,4,?,0,?,3,7e0ccccf,a73ee510,b28479f6,07c540c4,b1252a9d,?,3a171ecb
0,0,5,5,4,9051,?,0,13,7,0,0,0,5,fe6b92e5,a73ee510,07d13a8f,3486227d,b1252a9d,?,3a171ecb
1,?,238,8,6,5870,14,10,16,14,?,1,?,6,fe6b92e5,a73ee510,1adce6ef,e5ba7672,5840adea,ad3062eb,32c7478e
1,?,0,9,?,406252,?,0,0,1,?,0,?,?,3bf701e7,7cc72ec2,1adce6ef,1e88c74f,a458ea53,?,bcdee96c
0,?,-1,3,6,73537,47,0,6,6,?,0,?,6,7e0ccccf,7cc72ec2,b28479f6,e5ba7672,?,?,32c7478e
0,7,56,1,1,11,1,27,26,143,2,11,?,1,fbad5c96,a73ee510,07d13a8f,e5ba7672,5840adea,ad3062eb,32c7478e
0,?,0,1,6,7,256,16,5,242,?,2,?,6,fbad5c96,a73ee510,07d13a8f,e5ba7672,?,?,423fab69
1,0,11,1,1,30516,1510,1,2,840,0,1,?,2,7e0ccccf,a73ee510,07d13a8f,e5ba7672,b1252a9d,?,32c7478e
0,?,8,1,1,4605,81,0,1,45,?,0,?,1,7e0ccccf,a73ee510,07d13a8f,e5ba7672,b1252a9d,ad3062eb,423fab69
0,10,12,8,3,159,8,10,3,3,1,1,1,3,fe6b92e5,a73ee510,1adce6ef,8efede7f,5840adea,c9d4222a,bcdee96c
1,1,1,13,3,423,27,13,37,91,1,2,?,3,fbad5c96,a73ee510,07d13a8f,e5ba7672,a458ea53,?,32c7478e
0,0,1,3,5,154,135,41,34,927,0,5,1,5,fbad5c96,a73ee510,32813e21,27c07bd6,?,?,3a171ecb
0,?,52,?,5,9843,?,0,4,150,?,0,?,8,fbad5c96,a73ee510,07d13a8f,3486227d,?,?,32c7478e
0,?,0,58,19,7482,40,19,20,21,?,2,?,19,fe6b92e5,a73ee510,b28479f6,e5ba7672,a458ea53,?,32c7478e
1,0,302,28,7,3191,265,80,31,945,0,22,0,21,7e0ccccf,a73ee510,32813e21,8efede7f,?,?,c7dc6720
0,2,62,46,1,4,4,4,12,12,1,2,?,1,7e0ccccf,a73ee510,1adce6ef,e5ba7672,b1252a9d,?,3a171ecb
0,?,156,3,3,50577,43,0,3,18,?,0,?,3,7e0ccccf,7cc72ec2,07d13a8f,e5ba7672,b1252a9d,c9d4222a,c7dc6720
1,0,0,7,5,1504,106,142,43,296,0,13,0,5,?,a73ee510,b28479f6,e5ba7672,a458ea53,?,32c7478e
1,0,24,3,?,3454,74,9,4,35,0,3,?,?,7e0ccccf,a73ee510,64c94865,e5ba7672,b1252a9d,ad3062eb,3a171ecb
0,?,205,1,?,181,8,232,0,30,?,21,0,?,fe6b92e5,a73ee510,1adce6ef,8efede7f,?,?,32c7478e
1,21,1,18,20,0,0,36,38,72,1,5,?,0,7e0ccccf,a73ee510,07d13a8f,e5ba7672,?,?,55dd3565
0,1,9,97,40,67,118,1,43,44,1,1,?,44,7e0ccccf,a73ee510,b28479f6,e5ba7672,5840adea,ad3062eb,32c7478e
0,0,261,10,2,263,530,15,24,104,0,5,?,2,7e0ccccf,a73ee510,b28479f6,e5ba7672,?,ad3062eb,32c7478e
0,?,9,2,15,3254,31,6,15,29,?,1,?,15,7e0ccccf,a73ee510,b28479f6,e5ba7672,?,?,3a171ecb
0,0,119,9,25,2481,80,28,10,136,0,4,1,60,7e0ccccf,a73ee510,b28479f6,3486227d,b1252a9d,?,32c7478e
0,1,0,?,3,66,3,11,9,154,1,6,?,3,fe6b92e5,a73ee510,ad1cc976,e5ba7672,?,?,c3dc6cef
0,0,4,94,3,1252,383,3,3,58,0,1,?,3,fe6b92e5,a73ee510,b28479f6,07c540c4,?,?,bcdee96c
1,1,38,1,1,217,1,9,27,133,1,5,?,1,7e0ccccf,a73ee510,0601d3b5,e5ba7672,b1252a9d,?,bcdee96c
0,3,0,35,19,165,21,5,21,60,1,3,0,19,?,a73ee510,b28479f6,e5ba7672,a458ea53,?,32c7478e
0,?,0,65,3,14607,?,0,4,8,?,0,?,3,7e0ccccf,a73ee510,1adce6ef,e5ba7672,a458ea53,ad3062eb,32c7478e
0,?,17,26,?,11505,?,0,1,3,?,0,?,?,7e0ccccf,a73ee510,07d13a8f,776ce399,b1252a9d,?,c7dc6720
0,0,2,11,9,1694,32,15,20,279,0,5,?,9,?,a73ee510,07d13a8f,e5ba7672,5840adea,?,423fab69
0,0,1,9,9,2977,67,5,27,211,0,3,?,9,fe6b92e5,a73ee510,1adce6ef,e5ba7672,a458ea53,78e2e389,bcdee96c
0,0,7,5,1,113,160,7,7,54,0,2,?,1,13718bbd,a73ee510,b28479f6,07c540c4,b1252a9d,?,32c7478e
0,?,3,21,1,7092,63,1,1,30,?,1,?,1,fe6b92e5,a73ee510,07d13a8f,e5ba7672,5840adea,?,32c7478e
0,?,44,5,0,8642,?,?,30,?,?,?,?,8,fbad5c96,a73ee510,b28479f6,e5ba7672,?,?,32c7478e
0,?,0,27,6,7254,99,15,6,77,?,3,?,6,6f6d9be8,a73ee510,1adce6ef,e5ba7672,5840adea,?,32c7478e
0,?,1,1,2,8904,43,1,6,8,?,1,?,2,fe6b92e5,a73ee510,07d13a8f,d4bb7bd8,?,?,c7dc6720
0,?,0,55,3,448045,?,0,6,5,?,0,?,5,3bf701e7,7cc72ec2,b28479f6,3486227d,b1252a9d,8ec974f4,32c7478e
0,?,456,?,?,303760,?,?,0,?,?,?,?,?,fbad5c96,7cc72ec2,1adce6ef,3486227d,b1252a9d,c9d4222a,32c7478e
0,?,1,8,4,1893,?,0,6,15,?,0,?,4,?,a73ee510,07d13a8f,1e88c74f,a458ea53,?,423fab69
1,?,78,5,38,5744,?,0,39,39,?,0,?,38,fe6b92e5,a73ee510,07d13a8f,776ce399,?,?,be7c41b4
0,?,1,1,3,18738,4,6,3,9,?,1,?,3,7e0ccccf,a73ee510,07d13a8f,e5ba7672,5840adea,?,32c7478e
1,?,6,2,4,1,?,0,10,2,?,0,?,2,fe6b92e5,a73ee510,07d13a8f,e5ba7672,?,?,423fab69
0,0,27,4,6,4281,47,5,7,9,0,1,?,6,7e0ccccf,a73ee510,07d13a8f,e5ba7672,?,?,3a171ecb
0,2,0,6,7,44,7,20,3,137,1,11,?,7,6f6d9be8,a73ee510,1adce6ef,e5ba7672,5840adea,?,32c7478e
1,?,512,1,1,6089,38,8,15,38,?,1,?,1,fe6b92e5,a73ee510,07d13a8f,e5ba7672,?,?,c7dc6720
0,?,31,39,14,21863,509,8,5,507,?,1,0,14,fbad5c96,a73ee510,07d13a8f,3486227d,a458ea53,?,32c7478e
0,0,1,?,?,1941,108,4,35,71,0,2,1,?,7e0ccccf,a73ee510,07d13a8f,3486227d,a458ea53,?,32c7478e
0,?,1,105,2,34656,?,0,17,37,?,0,?,2,fbad5c96,a73ee510,07d13a8f,1e88c74f,5840adea,ad3062eb,32c7478e
0,?,78,16,6,120121,?,0,6,6,?,0,?,6,7e0ccccf,7cc72ec2,b28479f6,d4bb7bd8,b1252a9d,ad3062eb,32c7478e
0,0,133,24,1,2072,219,10,1,39,0,1,?,1,?,a73ee510,b28479f6,e5ba7672,5840adea,?,32c7478e
1,2,35,11,5,538,62,2,4,9,1,1,?,5,7e0ccccf,a73ee510,07d13a8f,07c540c4,?,?,32c7478e
0,?,1,21,5,22258,?,?,35,?,?,?,?,23,7e0ccccf,a73ee510,b28479f6,776ce399,?,?,32c7478e
0,0,1,7,25,2345,52,100,36,283,0,7,1,33,fbad5c96,a73ee510,051219e6,3486227d,a458ea53,?,c7dc6720
0,0,29,17,16,1795,51,91,23,113,0,8,0,24,fbad5c96,a73ee510,1adce6ef,e5ba7672,5840adea,?,423fab69
1,?,34,11,15,6075,150,28,8,236,?,3,?,28,fbad5c96,a73ee510,b28479f6,e5ba7672,?,ad3062eb,32c7478e
0,3,27,3,0,18,0,3,3,0,1,1,?,0,3bf701e7,a73ee510,07d13a8f,07c540c4,a458ea53,?,32c7478e
0,?,153,?,?,4243,15,2,0,2,?,1,?,?,fe6b92e5,a73ee510,b28479f6,07c540c4,?,c9d4222a,32c7478e
0,?,81,11,6,1546,228,3,11,78,?,1,?,9,3bf701e7,a73ee510,b28479f6,d4bb7bd8,b1252a9d,ad3062eb,bcdee96c
1,?,325,1,2,?,?,0,1,2,?,0,?,2,?,7cc72ec2,07d13a8f,2005abd1,?,?,32c7478e
0,4,38,1,1,1,12,55,24,89,1,14,1,1,fbad5c96,a73ee510,1adce6ef,e5ba7672,?,?,423fab69
0,?,1,44,5,8,?,0,6,73,?,0,?,5,7e0ccccf,a73ee510,b28479f6,1e88c74f,a458ea53,?,32c7478e
0,?,1,6,13,5762,57,11,17,59,?,1,?,13,6f6d9be8,a73ee510,1adce6ef,3486227d,?,?,32c7478e
0,0,1,?,0,11494,1104,1,8,141,0,1,?,5,13718bbd,a73ee510,64c94865,d4bb7bd8,?,?,55dd3565
0,?,257,1,1,20016,51,2,1,3,?,1,?,1,?,a73ee510,07d13a8f,07c540c4,?,?,32c7478e
1,5,-1,?,?,146,19,5,16,14,1,1,?,?,fbad5c96,a73ee510,b28479f6,e5ba7672,b1252a9d,ad3062eb,32c7478e
0,2,5,8,5,639,25,2,20,21,1,1,?,5,7e0ccccf,a73ee510,f862f261,07c540c4,b1252a9d,?,bcdee96c
0,?,-1,?,?,4400,7,2,2,7,?,1,?,?,3bf701e7,a73ee510,b28479f6,1e88c74f,b1252a9d,?,32c7478e
0,?,1,1,2,581,?,0,2,2,?,0,?,2,fbad5c96,a73ee510,07d13a8f,776ce399,a458ea53,?,be7c41b4
1,3,905,?,13,38,7,52,17,122,1,12,?,7,7e0ccccf,a73ee510,b28479f6,e5ba7672,5840adea,ad3062eb,32c7478e
0,1,16,2,11,7,10,3,26,97,1,3,?,9,7e0ccccf,a73ee510,b28479f6,e5ba7672,?,?,bcdee96c
1,0,43,18,?,28651,1286,4,0,154,0,1,?,?,fbad5c96,a73ee510,07d13a8f,07c540c4,b1252a9d,ad3062eb,423fab69
1,?,1,1,?,7528,3,3,0,5,?,1,?,?,?,a73ee510,07d13a8f,07c540c4,a458ea53,?,32c7478e
