Id,Label,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26
23943373,0,0,0,4,,44025,25,1,3,48,0,1,,,8cf07265,287130e0,3518ca1c,9b7199db,25c83c98,7e0ccccf,81bb0302,5b392875,a73ee510,bbfc3aed,b7094596,46f05710,1f9d2c38,f862f261,ab3069a3,d9b6aef1,d4bb7bd8,891589e7,21ddcdc9,b1252a9d,fe9837e7,ad3062eb,32c7478e,3fdb382b,e8b83407,49d68486
23944749,0,,13,5,3,9506,,0,23,160,,0,,3,5a9ed9b0,8084ee93,02cf9876,c18be181,25c83c98,7e0ccccf,f00bddf8,5b392875,a73ee510,83ff688a,55795b33,8fe001f4,39795005,b28479f6,16d2748c,36103458,1e88c74f,003d4f4f,,,e587c466,,32c7478e,3b183c5c,,
23959695,1,,0,4,5,2296,263,3,38,104,,1,,5,05db9164,403ea497,2cbec47f,3e2bfbda,25c83c98,fe6b92e5,cd98cc3d,0b153874,a73ee510,493b74f2,4be3b87a,21a23bfe,b72482f5,07d13a8f,e3209fc2,587267a3,07c540c4,a78bd508,21ddcdc9,5840adea,c2a93b37,c9d4222a,32c7478e,1793a828,e8b83407,2fede552
23964107,0,2,126,,0,1,0,2,0,0,1,1,,0,68fd1e64,38a947a1,c813aad7,abf19ba1,25c83c98,fbad5c96,10f75bb6,0b153874,a73ee510,3b08e48b,17ce8d04,43caaf54,3811aeab,1adce6ef,fa6de18e,c9dea9a6,d4bb7bd8,d957ca40,,,77891832,,3a171ecb,1057b323,,
23977234,0,,-1,,,75013,,,2,,,,,,9684fd4d,5dac953d,d032c263,c18be181,25c83c98,fbad5c96,4b3c7cfe,5b392875,7cc72ec2,80ddc30f,8b94178b,dfbb09fb,025225f2,07d13a8f,610165b2,84898b2a,07c540c4,28ebd359,,,0014c32a,,32c7478e,3b183c5c,,
23982313,0,,420,11,9,13901,38,6,9,92,,4,0,10,68fd1e64,5dac953d,d032c263,c18be181,25c83c98,7e0ccccf,679d9384,0b153874,a73ee510,3b08e48b,edd21768,dfbb09fb,9971fe3a,1adce6ef,dd72d95b,84898b2a,27c07bd6,2c98cd83,,,0014c32a,,3a171ecb,3b183c5c,,
23986964,0,,28,12,11,18122,23,11,11,22,,1,,11,5a9ed9b0,38a947a1,36511442,313a9245,25c83c98,fbad5c96,412cb2ce,37e4aa92,a73ee510,711ec2bc,b9ec9192,6cf2296f,df5886ca,b28479f6,47656a7d,35daca1e,3486227d,f4b06ee7,,,6dcbf558,ad3062eb,32c7478e,992f954f,,
23992624,0,0,-1,,,14469,416,1,6,30,0,1,,,39af2607,403ea497,2cbec47f,3e2bfbda,4cf72387,7e0ccccf,57b4bd89,0b153874,a73ee510,3b08e48b,71fd20d9,21a23bfe,ddd66ce1,07d13a8f,e3209fc2,587267a3,d4bb7bd8,a78bd508,21ddcdc9,5840adea,c2a93b37,,c7dc6720,1793a828,e8b83407,2fede552
24000755,0,2,0,,9,2,9,2,9,9,1,1,,9,5a9ed9b0,ae46a29d,4853d6c2,f922efad,25c83c98,fe6b92e5,5fd3419b,0b153874,a73ee510,f18f2352,efc5e2cf,079b83ad,c7176043,b28479f6,cccdd69e,e2e2fcd9,07c540c4,e32bf683,,,b964dee0,,3a171ecb,b34f3128,,
24000956,0,0,33,17,6,2724,246,6,10,73,0,1,0,6,05db9164,80e26c9b,cef97273,ae574c8f,b2241560,,c3e9476d,6c41e35e,a73ee510,d4362314,7760d878,28f7eeac,8c2b39b2,b28479f6,88e3c6af,310c45c8,27c07bd6,2a64e498,21ddcdc9,5840adea,6e5ab00f,,bcdee96c,72c78f11,e8b83407,c250242d
24018310,1,1,-1,,,370,2,1,0,0,1,1,,,5a9ed9b0,38a947a1,,,25c83c98,7e0ccccf,def296ff,51d76abe,a73ee510,3b08e48b,9ddfe8c7,,028f45bf,07d13a8f,4cdbbe0a,,d4bb7bd8,23fb8a75,,,,,3a171ecb,,,
24018872,0,1,1,8,7,4,5,16,6,71,1,4,,5,5a9ed9b0,80e26c9b,ba1947d0,85dd697c,25c83c98,fbad5c96,052e75f4,0b153874,a73ee510,7636f6c8,b7bb7a17,34a238e0,73e186f6,1adce6ef,0f942372,da441c7e,e5ba7672,005c6740,21ddcdc9,b1252a9d,8717ea07,,32c7478e,1793a828,e8b83407,b9809574
24025647,0,,45,15,0,204,,0,1,1,,0,0,1,05db9164,4f25e98b,164ca816,00bbbff5,4cf72387,,3b549cb8,0b153874,a73ee510,d35e1d60,6685ea28,620c573f,7edc047a,b28479f6,8ab5b746,cea3e883,3486227d,7ef5affa,9437f62f,a458ea53,1aa4188b,,c7dc6720,0de4bad8,001f3601,8ed8cc23
24030154,0,,1,17,17,3771,23,11,19,54,,3,0,17,05db9164,04e09220,,,4cf72387,7e0ccccf,9f538617,5b392875,a73ee510,3b08e48b,20da8513,,44af41ef,b28479f6,69f825dd,,e5ba7672,6fc84bfb,,,,,3a171ecb,,,
24035772,0,3,5,14,11,1241,23,3,37,34,1,1,,11,68fd1e64,8f5b4275,b009d929,c7043c4b,384874ce,7e0ccccf,2903ead3,0b153874,a73ee510,84fbca29,a0a5e9d7,3563ab62,ee79db7b,1adce6ef,a6bf53df,b688c8cc,8efede7f,65c9624a,21ddcdc9,5840adea,2754aaf1,c9d4222a,bcdee96c,3b183c5c,e8b83407,adb5d234
24053256,0,0,0,12,,3047,1,12,0,4,0,2,,,68fd1e64,6887a43c,9b792af9,9c6d05a0,25c83c98,,d7ea84dc,5b392875,a73ee510,8e321faf,4a77ddca,6532318c,dc1d72e4,051219e6,f492e179,2c9d222f,e5ba7672,8f0f692f,21ddcdc9,b1252a9d,cc6a9262,,32c7478e,a5862ce8,445bbe3b,fce307f9
24064231,0,0,2,2,2,17007,220,3,3,68,0,1,,2,39af2607,f6f4fe4b,fd38b0d6,ed34ca66,25c83c98,fbad5c96,c1225605,5b392875,a73ee510,ede207dc,f29b9ed2,71e767c1,7eaf6f1a,64c94865,0ebc8ddf,e1fac2fa,e5ba7672,0705fb3d,,,5c355f62,c9d4222a,3a171ecb,303c38a6,,
24068753,1,6,3,12,33,28,31,6,33,33,2,2,0,28,241546e0,a796837e,42db3232,e3cc371a,25c83c98,fe6b92e5,7307f77d,062b5529,a73ee510,8ffa5d97,06d58ceb,c9669737,5b2b6068,cfef1c29,85e5b07c,c4de5bba,e5ba7672,4e6b896a,,,288eaded,,32c7478e,8fc66e78,,
24070170,1,,85,1,1,4341,31,1,1,23,,1,,1,05db9164,38a947a1,,,4cf72387,7e0ccccf,34ee90db,0b153874,a73ee510,d2e3dec0,d74aabe6,,0fb78b80,07d13a8f,7852d8a1,,d4bb7bd8,a00a189e,,,,,3a171ecb,,,
24085821,0,,4,37,5,7163,113,4,8,13,,2,,5,05db9164,78ccd99e,877557f5,87f6794e,25c83c98,,95c3fea9,1f89b562,a73ee510,5c7c893d,b9ec9192,64c460e4,df5886ca,051219e6,9917ad07,ba9f8496,e5ba7672,e7e991cb,99f90f6d,a458ea53,07d94046,,32c7478e,6a3c4fd7,ea9a246c,2603ac9b
24108801,0,,-1,,,,,,0,,,,,,05db9164,38a947a1,e3818eb2,a4456f7e,4cf72387,7e0ccccf,88002ee1,062b5529,7cc72ec2,3b08e48b,f1b78ab4,3bec5d45,6e5da64f,07d13a8f,dd751531,72d1790f,2005abd1,f03e8b05,,,950d91c1,ad3062eb,32c7478e,2f7e98de,,
24120040,1,3,3,4,1,57,1,3,3,24,1,1,,1,5a9ed9b0,38a947a1,268a0825,5deac079,25c83c98,,81bb0302,0b153874,a73ee510,175d6c71,b7094596,b2fd56ef,1f9d2c38,07d13a8f,96f79db4,50d2b997,07c540c4,da9d18bb,,,6aa90754,78e2e389,32c7478e,4b871c6a,,
24128072,1,,135,1,3,19249,1170,1,0,667,,1,,3,05db9164,bce95927,258a2aee,13508380,25c83c98,7e0ccccf,3d63f4e6,0b153874,a73ee510,f71087b9,af6a4ffc,b9f46a36,2a1579a2,07d13a8f,fec218c0,b555590d,e5ba7672,04d863d5,55dd3565,b1252a9d,2d10705e,,c7dc6720,45ab94c8,e8b83407,c84c4aec
24132901,0,1,0,3,6,1,7,1,4,6,1,1,,2,68fd1e64,207b2d81,580235b1,eab838bb,25c83c98,,82615655,1f89b562,a73ee510,cec295e1,e015e3d6,8b7c2178,8f265ae5,07d13a8f,f3c64936,0fbcd4cf,d4bb7bd8,f724634a,21ddcdc9,a458ea53,f2d01817,,3a171ecb,dc6c5bf5,001f3601,8e1d68da
24132929,0,,3,2,1,9826,289,0,1,17,,0,,1,46300ee3,38d50e09,597d596e,d3fd4798,25c83c98,,4a79726d,233428af,a73ee510,11b0b64c,0d5c2942,aa787f00,66f2d604,07d13a8f,ee569ce2,ba79b5f7,3486227d,582152eb,21ddcdc9,b1252a9d,6e51654c,,32c7478e,87889f51,001f3601,aa5f0a15
24143373,0,1,23,10,6,40,6,1,6,58,1,1,,6,05db9164,4322636e,3048d60d,e80a365a,4cf72387,7e0ccccf,a2cc7400,64523cfa,a73ee510,cde5d6cd,2b0240af,771bcc0e,a15f7072,07d13a8f,14674f9b,5b037a61,d4bb7bd8,9d3171e9,21ddcdc9,5840adea,252cbffd,ad3062eb,32c7478e,5ac20c7c,ea9a246c,aa5f0a15
24155814,0,0,0,43,8,2859,69,2,11,43,0,2,,8,05db9164,e5fb1af3,bf3cdad3,c35b84a2,25c83c98,7e0ccccf,2b2fa660,5b392875,a73ee510,d2e3dec0,d74aabe6,3ed5cc94,0fb78b80,07d13a8f,b5de5956,e4392c3f,e5ba7672,13145934,21ddcdc9,a458ea53,fed8f4aa,,3a171ecb,1793a828,e8b83407,a70a038a
24157742,0,2,32,107,39,707,74,2,41,73,1,1,,39,28e55712,58e67aaf,3ac9fb36,a47951d1,25c83c98,7e0ccccf,b9ac220a,0b153874,a73ee510,d4f05169,192461f2,dced8a22,bd91360a,1adce6ef,d002b6d9,f4d2b756,1e88c74f,c21c3e4c,55dd3565,b1252a9d,d5bb839e,,bcdee96c,3fdb382b,9b3e8820,49d68486
24180797,0,5,113,,,1046,13,7,13,17,1,2,0,,05db9164,38a947a1,09028f50,69040d07,25c83c98,13718bbd,822d177f,0b153874,a73ee510,7f57646a,df93ff85,048919d2,43881ace,07d13a8f,28b468d1,22f77036,e5ba7672,b49c9b63,,,ff97ebee,,c7dc6720,4921c033,,
24193403,0,2,22,44,11,154,35,2,48,78,2,2,,35,05db9164,6887a43c,9b792af9,9c6d05a0,25c83c98,,c5252395,0b153874,a73ee510,c9d23c54,6c813d85,6532318c,18a32ed4,b28479f6,a4bc0595,2c9d222f,e5ba7672,8f0f692f,21ddcdc9,b1252a9d,cc6a9262,,c7dc6720,a5862ce8,445bbe3b,1a7e3f04
24194156,0,1,0,6,8,1,6,1,20,108,1,1,,5,8cf07265,7008ef6d,,,4cf72387,7e0ccccf,52283d1c,5b392875,a73ee510,03e48276,e51ddf94,,3516f6e6,07d13a8f,03259d67,,d4bb7bd8,d1c83925,,,,,3a171ecb,,,
24211271,0,0,0,4,2,1483,2,26,3,46,0,6,,2,05db9164,89ddfee8,12fb0443,5a5f13c4,25c83c98,7e0ccccf,a95494e7,0b153874,a73ee510,e3a43a6f,88cbaede,675edfa1,d13ca58c,b28479f6,25753fb1,b3e36b16,e5ba7672,5bb2ec8e,55dd3565,a458ea53,84841a75,,bcdee96c,2981168d,f0f449dd,f55e3520
24239327,0,2,0,81,17,1301,55,3,48,155,0,1,,17,68fd1e64,80e26c9b,c3e2b2fc,d2677fc7,f3474129,,968a6688,5b392875,a73ee510,7259dc52,f25fe7e9,7121558f,dd183b4c,07d13a8f,f3635baf,07dab63d,e5ba7672,f54016b9,21ddcdc9,a458ea53,fc363de0,,32c7478e,a5938ba2,e8b83407,99d96479
24244333,0,0,207,47,2,1272,49,73,48,482,0,14,0,44,05db9164,c44e8a72,b13ceec4,e49088f5,43b19349,3bf701e7,20855f80,37e4aa92,a73ee510,3b08e48b,7315b319,8095fcd2,3b1d1322,07d13a8f,b88d2fea,ea6e85c5,27c07bd6,456d734d,9437f62f,a458ea53,ee6a7327,,32c7478e,45fe62b7,724b04da,adf647f3
24245458,1,,1581,,,,,,0,,,,,,5bfa8ab5,38a947a1,2ac5177b,b1ab75c7,25c83c98,6f6d9be8,88002ee1,0b153874,7cc72ec2,3b08e48b,f1b78ab4,ff787762,6e5da64f,b28479f6,b06d5789,98f52b04,2005abd1,869a0d3d,,,2311be50,,32c7478e,2de776e5,,
24257736,0,,185,3,1,36138,83,2,1,66,,0,,1,68fd1e64,4c2bc594,d032c263,c18be181,25c83c98,fe6b92e5,1dc32edf,a25968f2,7cc72ec2,0f9a018e,61593534,dfbb09fb,9259d03d,8ceecbc8,7ac43a46,84898b2a,3486227d,bc48b783,,,0014c32a,,55dd3565,3b183c5c,,
24271563,0,,0,4,,15733,38,1,4,32,,1,,,8cf07265,f0cf0024,da478c3d,77e2adb1,25c83c98,fbad5c96,87cf12c3,51d76abe,a73ee510,98bd7a24,2140aa09,5fa79375,3f70c42f,07d13a8f,b02eef70,3408ec6d,d4bb7bd8,cc693e93,21ddcdc9,b1252a9d,dd76a172,,32c7478e,553f4956,ea9a246c,e45edfc2
24273254,0,0,1,4,,3851,26,3,0,20,0,2,0,,64e77ae7,207b2d81,1757640a,06148e59,43b19349,,12343fcc,0b153874,a73ee510,f6f942d1,7f8ffe57,1a69f1c0,46f42a63,07d13a8f,0c67c4ca,8075af0c,3486227d,395856b0,21ddcdc9,b1252a9d,8e4884c0,,3a171ecb,b936bfbe,001f3601,b6030675
24281792,0,,6,1,0,70,2,20,0,51,,3,,0,05db9164,73a46ff0,123ca7e6,180e1283,25c83c98,3bf701e7,95c3fea9,5b392875,a73ee510,69bfae5c,b9ec9192,846abb15,df5886ca,07d13a8f,376a23f2,92995f73,e5ba7672,da507f45,21ddcdc9,a458ea53,e502b786,,32c7478e,5549458f,ea9a246c,52fba60a
24291350,1,4,5,4,7,28,6,22,7,197,1,4,,6,75ac2fe6,73a46ff0,9a438660,a9c1f26a,25c83c98,fe6b92e5,6284da2d,0b153874,a73ee510,991fc4a4,5874c9c9,2650b2dc,740c210d,07d13a8f,376a23f2,4a6e3035,e5ba7672,da507f45,21ddcdc9,b1252a9d,32aad763,,423fab69,4c8e5aef,ea9a246c,9636866f
24296063,0,2,56,69,11,7,6,2,12,11,1,1,,6,05db9164,38d50e09,e7290a18,10ee14f5,25c83c98,7e0ccccf,b5043bcd,1f89b562,a73ee510,f83b2b33,371dae82,394b6320,18fc2b1e,b28479f6,42b3012c,c336971a,07c540c4,582152eb,21ddcdc9,5840adea,f226d6a0,,32c7478e,e4f45003,001f3601,632dae8a
24310337,0,0,0,13,15,4072,74,3,24,102,0,2,,15,f473b8dc,d97d4ce8,c725873a,d0189e5a,4cf72387,fbad5c96,ce4f7f55,0b153874,a73ee510,d7026747,38f692a7,49fee879,6e5da64f,b28479f6,936289f3,3b87fa92,e5ba7672,fb342121,21ddcdc9,5840adea,d90f665b,ad3062eb,32c7478e,6c1cdd05,ea9a246c,1219b447
24312775,0,,76,2,2,5,,0,2,2,,0,,2,68fd1e64,38a947a1,43a7653a,b0571e81,25c83c98,7e0ccccf,38eb9cf4,0b153874,a73ee510,2462946f,7f8ffe57,bdafaadd,46f42a63,07d13a8f,b3de59db,b64239d1,1e88c74f,0ad1cc71,,,9901a5f5,ad3062eb,32c7478e,0c08f218,,
24315975,0,0,1,,,4312,237,2,24,73,0,1,0,,05db9164,08d6d899,77f2f2e5,d16679b9,25c83c98,7e0ccccf,ff493eb4,0b153874,a73ee510,015ac893,0983d89c,9f32b866,1aa94af3,b28479f6,bffbd637,31ca40b6,07c540c4,bbf70d82,,,dfcfc3fa,,32c7478e,aee52b6f,,
24320932,0,,3,2,2,142895,,0,6,6,,0,,6,05db9164,68b3edbf,b00d1501,d16679b9,25c83c98,7e0ccccf,1b8989e4,0b153874,7cc72ec2,3b08e48b,17586bd8,e0d76380,4c9ff09f,07d13a8f,fd888b80,1203a270,776ce399,cf1cde40,,,73d06dde,ad3062eb,423fab69,aee52b6f,,
24328239,0,4,25,6,4,1257,34,6,16,22,0,2,0,4,68fd1e64,287130e0,dd2a0768,65b0dca4,4cf72387,fbad5c96,92132b65,37e4aa92,a73ee510,fbbf2c95,731f1c84,874d19c4,9ded12ab,07d13a8f,10040656,e47cf998,e5ba7672,891589e7,43cfe51c,a458ea53,c7a9945b,,3a171ecb,391f524a,ea9a246c,1c6c2e5a
24329141,0,4,-1,,,118,0,4,0,0,1,1,,,68fd1e64,1cfdf714,715a3e4d,aa7c1231,25c83c98,7e0ccccf,fa19d92a,1f89b562,a73ee510,37a40843,1054ae5c,6f857512,d7ce3abd,b28479f6,d345b1a0,4348ad0e,07c540c4,e88ffc9d,2808950c,b1252a9d,a8436e27,ad3062eb,bcdee96c,1890c8c8,cb079c2d,ae34bc12
24332409,0,0,66,18,10,9987,774,7,33,405,0,3,0,10,5a9ed9b0,421b43cd,33069818,29998ed1,25c83c98,fbad5c96,fe4dce68,0b153874,a73ee510,ae40a03b,68357db6,6aaba33c,768f6658,b28479f6,2d0bb053,b041b04a,27c07bd6,2804effd,,,723b4dfd,,32c7478e,b34f3128,,
24348863,1,2,-1,10,9,0,0,17,9,310,1,9,,0,5bfa8ab5,1cfdf714,ac1656bd,61d99110,43b19349,3bf701e7,7195046d,0b153874,a73ee510,acccca1c,4d8549da,689f66bd,51b97b8f,07d13a8f,f775a6d5,48bdc2e9,e5ba7672,e88ffc9d,9437f62f,b1252a9d,78e4547c,,c7dc6720,38bf09a4,cb079c2d,3ea98ecf
24359238,0,0,288,7,27,3699,39,29,34,187,0,3,1,27,05db9164,4f25e98b,646033bc,dfc67ca4,b2241560,fe6b92e5,e6c8d4cd,0b153874,a73ee510,f385050d,52eb7ca7,fe301e56,e1d6ecb6,b28479f6,df2f73e9,3a480afe,8efede7f,bc5a0ff7,338f20de,a458ea53,0d3d2825,,32c7478e,68f7a8c1,001f3601,fe158ee6
24360972,0,6,2,4,2,132,2,9,17,26,1,1,,2,5a9ed9b0,09e68b86,7f27a8d3,bd4581c3,25c83c98,,b87f4a4a,5b392875,a73ee510,e70742b0,319687c9,661c7493,62036f49,f7c1b33f,5726b2dc,788faa1b,e5ba7672,5aed7436,9437f62f,b1252a9d,077336e5,,32c7478e,3fdb382b,e8b83407,bad122a7
24384064,0,,1,9,8,,,0,10,40,,0,,10,17f69355,9819deea,10d7090e,f922efad,25c83c98,7e0ccccf,1f2924d9,6c41e35e,7cc72ec2,3b08e48b,3ec9c616,b99ddbc8,b55434a9,b28479f6,1150f5ed,87acb535,2005abd1,7e32f7a4,,,a4b7004c,c9d4222a,be7c41b4,b34f3128,,
24384637,0,0,267,87,,2674,1397,3,47,145,0,1,1,,05db9164,38a947a1,42a04a35,7031bb66,25c83c98,6f6d9be8,15eea2bb,0b153874,a73ee510,6c47047a,e192b186,7127a7d6,7df3a6c1,b28479f6,46ed0b3c,51a8930b,27c07bd6,2c6cb693,,,53cb3c2b,8ec974f4,bcdee96c,b258af68,,
24387096,1,,53,2,,28795,,,3,,,,,,05db9164,38a947a1,d9429dcc,d420f43b,25c83c98,7e0ccccf,b6f811dd,0b153874,a73ee510,3b08e48b,274c9977,5989a764,373ce97c,b28479f6,03970cbd,c7cbb0c6,776ce399,bcc05e92,,,634f9da4,,32c7478e,456bdb5f,,
24389073,0,10,1891,,0,70,0,155,2,80,1,15,,0,68fd1e64,3f0d3f28,1ec284ab,b40012b1,25c83c98,fbad5c96,1c86e0eb,062b5529,a73ee510,4f9a11fe,755e4a50,278e1c24,5978055e,32813e21,e8d4033b,a8ed1a69,e5ba7672,744ad4a0,,,2ee9e786,ad3062eb,3a171ecb,e5fca70a,,
24390686,1,1,27,2,8,108,8,1,8,8,1,1,,8,68fd1e64,90081f33,2cd9d335,cb158ef7,43b19349,6f6d9be8,10b653ed,0b153874,a73ee510,abd614f9,ea86da03,fa1f4a44,c6ce90af,b28479f6,90cfbb67,81da0044,d4bb7bd8,622ba7f1,,,0070eaff,,32c7478e,aea3714c,,
24396459,0,0,4,,,15380,,,36,,0,,,,05db9164,d833535f,77f2f2e5,d16679b9,25c83c98,7e0ccccf,def4a4d4,0b153874,a73ee510,b0d6a2ae,4ba74619,9f32b866,879fa878,cfef1c29,7e1a4d8a,31ca40b6,07c540c4,281769c2,,,dfcfc3fa,,423fab69,aee52b6f,,
24401795,0,,24,,1,207093,363,0,1,9,,0,,1,24eda356,38a947a1,e37e0228,47784164,2c6b8ded,fbad5c96,8025502e,0b153874,7cc72ec2,4072f40f,29e4ad33,f65b69a3,80467802,b28479f6,45d3b115,3dc4161e,e5ba7672,c63b394e,,,a2408af4,8ec974f4,3a171ecb,e00b3005,,
24402507,1,4,0,3,0,8,0,55,17,173,1,8,7,0,05db9164,942f9a8d,dd680671,7335fa4e,25c83c98,13718bbd,3f4ec687,062b5529,a73ee510,7f79890b,c4adf918,abdbd320,85dbe138,1adce6ef,ae97ecc3,783641cb,8efede7f,1f868fdd,5b885066,a458ea53,2cc3f1dc,,423fab69,45833bf3,e8b83407,04bac72c
24406809,0,3,130,9,0,2,0,3,0,0,1,1,,0,17f69355,38a947a1,f14843dd,df8f4d73,25c83c98,fe6b92e5,17b47bf9,5b392875,a73ee510,3b08e48b,76120d9d,f882a698,d4384424,07d13a8f,7852d8a1,5e617e78,07c540c4,a00a189e,,,fadcbc6e,,3a171ecb,7827330b,,
24407349,0,1,61,5,5,1006,19,4,25,38,1,2,,5,05db9164,b06bb7e8,1bb7dd38,c312e8ea,25c83c98,fbad5c96,3d6c6f30,0b153874,a73ee510,31990058,bafae19c,a53ad6d6,742493ed,d2dfe871,31a82566,e66d1649,e5ba7672,84abbf61,,,0cfb78de,8ec974f4,423fab69,d7d60a0c,,
24410823,0,,11,4,9,5842,29,2,9,25,,1,,9,be589b51,d4be07ad,2619446b,e230cfa2,25c83c98,fbad5c96,ca280131,5b392875,a73ee510,3b08e48b,868a9e47,bacc3fe2,fc5dea81,b28479f6,98fca9df,1b8c8710,e5ba7672,cbae5931,647e63d4,5840adea,91cdbd1f,,bcdee96c,b2f178a3,001f3601,938732a0
24411006,1,2,0,10,10,1375,25,69,20,580,0,14,,10,05db9164,1cfdf714,65808696,cdbf4896,307e775a,,7195046d,1f89b562,a73ee510,eab78bab,4d8549da,f1936cf7,51b97b8f,1adce6ef,f3002fbd,11b914d9,e5ba7672,e88ffc9d,5b885066,a458ea53,13186518,,bcdee96c,0f3002b4,e8b83407,c6468596
24414163,0,0,2,5,19,5467,674,1,15,215,0,1,,19,8cf07265,08d6d899,9143c832,f56b7dd5,25c83c98,7e0ccccf,5e64ce5f,0b153874,a73ee510,72ea02d9,8b94178b,ae1bb660,025225f2,b28479f6,bffbd637,bad5ee18,e5ba7672,bbf70d82,,,0429f84b,c9d4222a,32c7478e,c0d61a5c,,
24425417,0,1,53,,,197,10,1,4,4,1,1,,,09ca0b81,38d50e09,92eb3174,88e439d9,25c83c98,,9c8ed289,64523cfa,a73ee510,3dc9bc0f,a7b606c4,604f499b,eae197fd,b28479f6,06373944,8e662061,d4bb7bd8,fffe2a63,21ddcdc9,b1252a9d,872c22d6,,3a171ecb,df487a73,001f3601,c27f155b
24440743,0,,1,16,4,440753,,0,6,52,,0,,5,05db9164,38a947a1,,,25c83c98,6f6d9be8,4b3c7cfe,1f89b562,7cc72ec2,d4a82fb9,8b94178b,,025225f2,b28479f6,bcf15323,,1e88c74f,2a5c1ed3,,,,,32c7478e,,,
24442276,0,0,0,,0,2607,10,8,4,6,0,1,,1,05db9164,f6f4fe4b,939340f1,29312722,25c83c98,fbad5c96,81bb0302,37e4aa92,a73ee510,3b08e48b,b7094596,395fba60,1f9d2c38,07d13a8f,ef6fe5a5,ff313d9c,1e88c74f,0a20b09c,,,d226f6f8,,c7dc6720,b06112b8,,
24461869,0,9,0,1,5,2,0,9,13,10,2,2,,0,5bfa8ab5,92f101be,6de5c512,43346490,25c83c98,fbad5c96,d0792267,0b153874,a73ee510,868eadfb,9700edac,f38b9685,672d927b,64c94865,7da29044,4f07bb6c,e5ba7672,20157126,21ddcdc9,5840adea,dbfd7937,,32c7478e,79869a4f,001f3601,074bb89f
24475123,0,3,-1,,,820,38,5,32,68,1,2,,,5a9ed9b0,8db5bc37,787626f8,7c4d14cd,25c83c98,,2d7ba5c7,5b392875,a73ee510,8feb23ce,e52152c0,364e4ff2,e2824235,64c94865,00e52733,7a501454,e5ba7672,821c30b8,,,968c0e62,,32c7478e,a8b9ad80,,
24475215,0,1,1,5,35,86,43,6,41,118,1,3,0,40,5a9ed9b0,24c700ac,43bd7284,aa8227bf,25c83c98,7e0ccccf,b0e3882e,0b153874,a73ee510,611221ca,f37be5c0,f2ea9889,a59ea816,b28479f6,7cf626ab,451c4d0b,e5ba7672,47b9d9e5,,,974c22e1,,c7dc6720,8bfb698f,,
24485536,0,0,0,1,,5355,,0,37,127,0,0,0,,05db9164,207b2d81,a285b185,496a28d9,43b19349,fbad5c96,5e64ce5f,37e4aa92,a73ee510,3ccfe0c0,8b94178b,f5b1b647,025225f2,b28479f6,899da9d5,86cf30ad,3486227d,25c88e42,21ddcdc9,a458ea53,156fabc2,,32c7478e,7a8e7ed6,001f3601,9042adf0
24505440,0,14,14,7,1,1058,11,31,0,150,0,3,,1,8cf07265,38a947a1,01638aca,06b1cf6e,25c83c98,7e0ccccf,b09434e3,0b153874,a73ee510,2f5d18f0,50df38c2,5ba57bfa,921cb1a9,07d13a8f,b1302089,6f4d535f,e5ba7672,1ba38918,,,19b534e9,,423fab69,0ff91809,,
24522556,0,,1,21,1,59466,,,1,,,,,1,05db9164,38a947a1,331937ce,42d02849,25c83c98,7e0ccccf,b81dad75,5b392875,7cc72ec2,e0c53342,e6c92dd9,eacb6686,16659efe,64c94865,9e68b2b4,89d2d4bb,1e88c74f,1707b8db,,,cf718f87,,3a171ecb,cd0afabe,,
24526768,0,0,0,1,,2620,74,2,38,67,0,2,,,c2a5852e,e5fb1af3,58d19e0d,d3682dd7,25c83c98,3bf701e7,0d15d3e4,0b153874,a73ee510,2d92cc4a,0bd0c3b3,434f7a3f,c0e6befc,07d13a8f,b5de5956,b4a15605,07c540c4,13145934,75916440,b1252a9d,7bd52ca8,,423fab69,24eeb2d5,cb079c2d,35a05896
24528221,0,0,0,1,,1442,11,10,1,22,0,2,,,f473b8dc,6887a43c,7eb22712,ef4fd7f1,25c83c98,,60d4eb86,0b153874,a73ee510,34b080dd,0ad37b4b,c71493ed,f9d99d81,cfef1c29,9221b8f3,92e4b1e3,e5ba7672,08ed8a1c,21ddcdc9,b1252a9d,9adaf9fb,,85d5a995,b43c75ff,445bbe3b,7826e9ae
24530979,0,,0,120,2,947,211,3,6,89,,1,,3,68fd1e64,58e67aaf,225cd5cb,a094fdfb,25c83c98,7e0ccccf,5392de9d,1f89b562,a73ee510,c03541ea,f89fe102,b8f1a8df,83e6ca2e,b28479f6,62eca3c0,0757ce7c,e5ba7672,c21c3e4c,a153cea2,b1252a9d,5c1998a9,,bcdee96c,69e4f188,e8b83407,bb574173
24537194,0,,29,1,1,13160,69,3,2,88,,3,,1,05db9164,1cfdf714,cd4b3e35,38993b4c,4cf72387,7e0ccccf,78dcd87f,0b153874,a73ee510,7eeb6445,8aa7f20a,f319a874,706a14b0,07d13a8f,f775a6d5,1c60eff7,e5ba7672,e88ffc9d,21ddcdc9,a458ea53,e66ff093,,423fab69,e10e56d3,e8b83407,db85d60d
